record_id,year,quarter,facility_id,region_code,region_name,scope1_proxy_tco2e,method,data_status
EC-2021Q1-001,2021,1,MGB-FAC-001,R04A,CALABARZON,336.59,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q2-002,2023,2,MGB-FAC-002,R08,Eastern Visayas,98.47,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q2-003,2023,2,MGB-FAC-003,R13,Caraga,3191.18,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q2-004,2023,2,MGB-FAC-004,R02,Cagayan Valley,92.47,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q2-005,2023,2,MGB-FAC-005,R06,Western Visayas,151.31,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q2-006,2023,2,MGB-FAC-006,R11,Davao Region,363.27,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q2-007,2023,2,MGB-FAC-007,CAR,Cordillera Administrative Region,1808.43,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q2-008,2023,2,MGB-FAC-008,MIMAROPA,MIMAROPA Region,506.11,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q2-009,2023,2,MGB-FAC-009,R09,Zamboanga Peninsula,129.11,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q2-010,2023,2,MGB-FAC-010,BARMM,Bangsamoro Autonomous Region in Muslim Mindanao,4059.34,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q2-011,2023,2,MGB-FAC-011,R03,Central Luzon,390.4,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q2-012,2023,2,MGB-FAC-012,R07,Central Visayas,240.57,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q2-013,2023,2,MGB-FAC-013,R12,SOCCSKSARGEN,70.29,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q2-014,2023,2,MGB-FAC-014,R01,Ilocos Region,2914.07,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q2-015,2023,2,MGB-FAC-015,R05,Bicol Region,85.95,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q2-016,2023,2,MGB-FAC-016,R10,Northern Mindanao,81.97,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q2-017,2023,2,MGB-FAC-017,NCR,National Capital Region,2927.36,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q2-018,2023,2,MGB-FAC-018,R04A,CALABARZON,390.92,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q2-019,2023,2,MGB-FAC-019,R08,Eastern Visayas,226.22,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q2-020,2023,2,MGB-FAC-020,R13,Caraga,206.06,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q2-021,2023,2,MGB-FAC-021,R02,Cagayan Valley,4058.93,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q2-022,2023,2,MGB-FAC-022,R06,Western Visayas,104.68,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q2-023,2023,2,MGB-FAC-023,R11,Davao Region,173.26,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q2-024,2023,2,MGB-FAC-024,CAR,Cordillera Administrative Region,5391.35,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q2-025,2023,2,MGB-FAC-025,MIMAROPA,MIMAROPA Region,131.95,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q2-026,2023,2,MGB-FAC-026,R09,Zamboanga Peninsula,35.15,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q2-027,2023,2,MGB-FAC-027,BARMM,Bangsamoro Autonomous Region in Muslim Mindanao,386.12,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q2-028,2023,2,MGB-FAC-028,R03,Central Luzon,5493.89,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q2-029,2023,2,MGB-FAC-029,R07,Central Visayas,88.79,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q2-030,2023,2,MGB-FAC-030,R12,SOCCSKSARGEN,403.8,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q2-031,2023,2,MGB-FAC-031,R01,Ilocos Region,1774.46,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q2-032,2023,2,MGB-FAC-032,R05,Bicol Region,364.64,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q2-033,2023,2,MGB-FAC-033,R10,Northern Mindanao,231.62,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q2-034,2023,2,MGB-FAC-034,NCR,National Capital Region,503.1,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q2-035,2023,2,MGB-FAC-035,R04A,CALABARZON,6321.35,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q2-036,2023,2,MGB-FAC-036,R08,Eastern Visayas,163.09,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q3-001,2023,3,MGB-FAC-001,R04A,CALABARZON,69.02,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q3-002,2023,3,MGB-FAC-002,R08,Eastern Visayas,221.88,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q3-003,2023,3,MGB-FAC-003,R13,Caraga,1769.83,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q3-004,2023,3,MGB-FAC-004,R02,Cagayan Valley,542.58,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q3-005,2023,3,MGB-FAC-005,R06,Western Visayas,302.92,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q3-006,2023,3,MGB-FAC-006,R11,Davao Region,467.78,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q3-007,2023,3,MGB-FAC-007,CAR,Cordillera Administrative Region,5608.49,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q3-008,2023,3,MGB-FAC-008,MIMAROPA,MIMAROPA Region,133.84,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q3-009,2023,3,MGB-FAC-009,R09,Zamboanga Peninsula,444.58,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q3-010,2023,3,MGB-FAC-010,BARMM,Bangsamoro Autonomous Region in Muslim Mindanao,2914.67,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q3-011,2023,3,MGB-FAC-011,R03,Central Luzon,383.04,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q3-012,2023,3,MGB-FAC-012,R07,Central Visayas,280.41,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q3-013,2023,3,MGB-FAC-013,R12,SOCCSKSARGEN,415.89,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q3-014,2023,3,MGB-FAC-014,R01,Ilocos Region,2186.67,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q3-015,2023,3,MGB-FAC-015,R05,Bicol Region,348.49,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q3-016,2023,3,MGB-FAC-016,R10,Northern Mindanao,316.7,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q3-017,2023,3,MGB-FAC-017,NCR,National Capital Region,4285.54,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q3-018,2023,3,MGB-FAC-018,R04A,CALABARZON,471,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q3-019,2023,3,MGB-FAC-019,R08,Eastern Visayas,113.78,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q3-020,2023,3,MGB-FAC-020,R13,Caraga,325.5,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q3-021,2023,3,MGB-FAC-021,R02,Cagayan Valley,623.39,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q3-022,2023,3,MGB-FAC-022,R06,Western Visayas,235.25,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q3-023,2023,3,MGB-FAC-023,R11,Davao Region,443.25,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q3-024,2023,3,MGB-FAC-024,CAR,Cordillera Administrative Region,2609.74,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q3-025,2023,3,MGB-FAC-025,MIMAROPA,MIMAROPA Region,87.01,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q3-026,2023,3,MGB-FAC-026,R09,Zamboanga Peninsula,343.15,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q3-027,2023,3,MGB-FAC-027,BARMM,Bangsamoro Autonomous Region in Muslim Mindanao,248.73,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q3-028,2023,3,MGB-FAC-028,R03,Central Luzon,3119.2,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q3-029,2023,3,MGB-FAC-029,R07,Central Visayas,165.24,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q3-030,2023,3,MGB-FAC-030,R12,SOCCSKSARGEN,108.02,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q3-031,2023,3,MGB-FAC-031,R01,Ilocos Region,749.3,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q3-032,2023,3,MGB-FAC-032,R05,Bicol Region,108.22,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q3-033,2023,3,MGB-FAC-033,R10,Northern Mindanao,387.18,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q3-034,2023,3,MGB-FAC-034,NCR,National Capital Region,457.07,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q3-035,2023,3,MGB-FAC-035,R04A,CALABARZON,2288.94,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q3-036,2023,3,MGB-FAC-036,R08,Eastern Visayas,331.02,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q4-001,2023,4,MGB-FAC-001,R04A,CALABARZON,388.83,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q4-002,2023,4,MGB-FAC-002,R08,Eastern Visayas,374.12,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q4-003,2023,4,MGB-FAC-003,R13,Caraga,6131.23,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q4-004,2023,4,MGB-FAC-004,R02,Cagayan Valley,51.41,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q4-005,2023,4,MGB-FAC-005,R06,Western Visayas,526.57,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q4-006,2023,4,MGB-FAC-006,R11,Davao Region,489.26,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q4-007,2023,4,MGB-FAC-007,CAR,Cordillera Administrative Region,4898.74,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q4-008,2023,4,MGB-FAC-008,MIMAROPA,MIMAROPA Region,375.09,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q4-009,2023,4,MGB-FAC-009,R09,Zamboanga Peninsula,383.21,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q4-010,2023,4,MGB-FAC-010,BARMM,Bangsamoro Autonomous Region in Muslim Mindanao,3691.63,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q4-011,2023,4,MGB-FAC-011,R03,Central Luzon,241.82,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q4-012,2023,4,MGB-FAC-012,R07,Central Visayas,321.05,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q4-013,2023,4,MGB-FAC-013,R12,SOCCSKSARGEN,294.77,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q4-014,2023,4,MGB-FAC-014,R01,Ilocos Region,4053,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q4-015,2023,4,MGB-FAC-015,R05,Bicol Region,389.2,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q4-016,2023,4,MGB-FAC-016,R10,Northern Mindanao,167.56,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q4-017,2023,4,MGB-FAC-017,NCR,National Capital Region,1954.32,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q4-018,2023,4,MGB-FAC-018,R04A,CALABARZON,395.77,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q4-019,2023,4,MGB-FAC-019,R08,Eastern Visayas,505.92,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q4-020,2023,4,MGB-FAC-020,R13,Caraga,159.51,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q4-021,2023,4,MGB-FAC-021,R02,Cagayan Valley,4708.5,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q4-022,2023,4,MGB-FAC-022,R06,Western Visayas,41.49,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q4-023,2023,4,MGB-FAC-023,R11,Davao Region,425.36,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q4-024,2023,4,MGB-FAC-024,CAR,Cordillera Administrative Region,6308.02,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q4-025,2023,4,MGB-FAC-025,MIMAROPA,MIMAROPA Region,509.68,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q4-026,2023,4,MGB-FAC-026,R09,Zamboanga Peninsula,426.81,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q4-027,2023,4,MGB-FAC-027,BARMM,Bangsamoro Autonomous Region in Muslim Mindanao,333.92,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q4-028,2023,4,MGB-FAC-028,R03,Central Luzon,752.2,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q4-029,2023,4,MGB-FAC-029,R07,Central Visayas,502.01,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q4-030,2023,4,MGB-FAC-030,R12,SOCCSKSARGEN,78.37,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q4-031,2023,4,MGB-FAC-031,R01,Ilocos Region,3964.26,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q4-032,2023,4,MGB-FAC-032,R05,Bicol Region,81.27,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q4-033,2023,4,MGB-FAC-033,R10,Northern Mindanao,302.8,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q4-034,2023,4,MGB-FAC-034,NCR,National Capital Region,75.13,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q4-035,2023,4,MGB-FAC-035,R04A,CALABARZON,4807.98,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q4-036,2023,4,MGB-FAC-036,R08,Eastern Visayas,291.74,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2024Q1-001,2024,1,MGB-FAC-001,R04A,CALABARZON,278.52,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2024Q1-002,2024,1,MGB-FAC-002,R08,Eastern Visayas,523.42,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2024Q1-003,2024,1,MGB-FAC-003,R13,Caraga,755.39,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2024Q1-004,2024,1,MGB-FAC-004,R02,Cagayan Valley,352.97,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2024Q1-005,2024,1,MGB-FAC-005,R06,Western Visayas,345.02,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2024Q1-006,2024,1,MGB-FAC-006,R11,Davao Region,460.9,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2024Q1-007,2024,1,MGB-FAC-007,CAR,Cordillera Administrative Region,2387.49,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2024Q1-008,2024,1,MGB-FAC-008,MIMAROPA,MIMAROPA Region,508.34,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2024Q1-009,2024,1,MGB-FAC-009,R09,Zamboanga Peninsula,74.12,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2024Q1-010,2024,1,MGB-FAC-010,BARMM,Bangsamoro Autonomous Region in Muslim Mindanao,4319.86,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2024Q1-011,2024,1,MGB-FAC-011,R03,Central Luzon,224.33,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2024Q1-012,2024,1,MGB-FAC-012,R07,Central Visayas,36.16,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2024Q1-013,2024,1,MGB-FAC-013,R12,SOCCSKSARGEN,218.27,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2024Q1-014,2024,1,MGB-FAC-014,R01,Ilocos Region,405.94,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2024Q1-015,2024,1,MGB-FAC-015,R05,Bicol Region,454.74,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2024Q1-016,2024,1,MGB-FAC-016,R10,Northern Mindanao,125.83,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2024Q1-017,2024,1,MGB-FAC-017,NCR,National Capital Region,5565.6,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2024Q1-018,2024,1,MGB-FAC-018,R04A,CALABARZON,473.31,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2024Q1-019,2024,1,MGB-FAC-019,R08,Eastern Visayas,484.47,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2024Q1-020,2024,1,MGB-FAC-020,R13,Caraga,150.27,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2024Q1-021,2024,1,MGB-FAC-021,R02,Cagayan Valley,6422.21,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2024Q1-022,2024,1,MGB-FAC-022,R06,Western Visayas,370.9,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2024Q1-023,2024,1,MGB-FAC-023,R11,Davao Region,103.62,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2024Q1-024,2024,1,MGB-FAC-024,CAR,Cordillera Administrative Region,2974.75,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2024Q1-025,2024,1,MGB-FAC-025,MIMAROPA,MIMAROPA Region,104.28,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2024Q1-026,2024,1,MGB-FAC-026,R09,Zamboanga Peninsula,202.3,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2024Q1-027,2024,1,MGB-FAC-027,BARMM,Bangsamoro Autonomous Region in Muslim Mindanao,384.3,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2024Q1-028,2024,1,MGB-FAC-028,R03,Central Luzon,6268.46,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2024Q1-029,2024,1,MGB-FAC-029,R07,Central Visayas,458.12,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2024Q1-030,2024,1,MGB-FAC-030,R12,SOCCSKSARGEN,117.48,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2024Q1-031,2024,1,MGB-FAC-031,R01,Ilocos Region,1666.98,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2024Q1-032,2024,1,MGB-FAC-032,R05,Bicol Region,101.07,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2024Q1-033,2024,1,MGB-FAC-033,R10,Northern Mindanao,85.82,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2024Q1-034,2024,1,MGB-FAC-034,NCR,National Capital Region,402.92,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2024Q1-035,2024,1,MGB-FAC-035,R04A,CALABARZON,6219.39,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2024Q1-036,2024,1,MGB-FAC-036,R08,Eastern Visayas,78.5,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2024Q2-001,2024,2,MGB-FAC-001,R04A,CALABARZON,269.48,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2024Q2-002,2024,2,MGB-FAC-002,R08,Eastern Visayas,176.18,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2024Q2-003,2024,2,MGB-FAC-003,R13,Caraga,5412.7,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2024Q2-004,2024,2,MGB-FAC-004,R02,Cagayan Valley,112.7,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2024Q2-005,2024,2,MGB-FAC-005,R06,Western Visayas,424.32,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2024Q2-006,2024,2,MGB-FAC-006,R11,Davao Region,468.38,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2024Q2-007,2024,2,MGB-FAC-007,CAR,Cordillera Administrative Region,5381.07,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2024Q2-008,2024,2,MGB-FAC-008,MIMAROPA,MIMAROPA Region,199.2,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2024Q2-009,2024,2,MGB-FAC-009,R09,Zamboanga Peninsula,315.35,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2024Q2-010,2024,2,MGB-FAC-010,BARMM,Bangsamoro Autonomous Region in Muslim Mindanao,2560.44,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2024Q2-011,2024,2,MGB-FAC-011,R03,Central Luzon,438.82,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2024Q2-012,2024,2,MGB-FAC-012,R07,Central Visayas,459.77,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2024Q2-013,2024,2,MGB-FAC-013,R12,SOCCSKSARGEN,159.02,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2024Q2-014,2024,2,MGB-FAC-014,R01,Ilocos Region,3428.01,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2024Q2-015,2024,2,MGB-FAC-015,R05,Bicol Region,318.04,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2024Q2-016,2024,2,MGB-FAC-016,R10,Northern Mindanao,441.99,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2024Q2-017,2024,2,MGB-FAC-017,NCR,National Capital Region,5706.98,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2024Q2-018,2024,2,MGB-FAC-018,R04A,CALABARZON,223.26,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2024Q2-019,2024,2,MGB-FAC-019,R08,Eastern Visayas,34.14,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2024Q2-020,2024,2,MGB-FAC-020,R13,Caraga,442.8,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
