year,region_psgc,region_code,sector,emissions_mtco2e,data_status,method
2020,PH130000000,NCR,Energy,6.106,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH110000000,XI,LULUCF,-0.194,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH120000000,XII,Energy,2.141,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH120000000,XII,Transport,0.998,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH120000000,XII,Agriculture,1.851,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH120000000,XII,Waste,0.686,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH120000000,XII,IPPU,0.344,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH120000000,XII,LULUCF,-0.224,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH160000000,XIII,Energy,2.415,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH160000000,XIII,Transport,0.995,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH160000000,XIII,Agriculture,1.194,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH160000000,XIII,Waste,0.701,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH160000000,XIII,IPPU,0.351,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH160000000,XIII,LULUCF,-0.194,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH190000000,BARMM,Energy,1.044,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH190000000,BARMM,Transport,0.392,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH190000000,BARMM,Agriculture,0.792,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH190000000,BARMM,Waste,0.286,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH190000000,BARMM,IPPU,0.138,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH190000000,BARMM,LULUCF,-0.093,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH130000000,NCR,Energy,8.457,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH130000000,NCR,Transport,4.055,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH130000000,NCR,Agriculture,1.482,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH130000000,NCR,Waste,0.83,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH130000000,NCR,IPPU,0.558,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH130000000,NCR,LULUCF,-0.402,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH140000000,CAR,Energy,0.881,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH140000000,CAR,Transport,0.297,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH140000000,CAR,Agriculture,0.364,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH140000000,CAR,Waste,0.239,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH140000000,CAR,IPPU,0.147,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH140000000,CAR,LULUCF,-0.084,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH010000000,I,Energy,1.071,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH010000000,I,Transport,0.466,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH010000000,I,Agriculture,0.475,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH010000000,I,Waste,0.327,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH010000000,I,IPPU,0.166,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH010000000,I,LULUCF,-0.124,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH020000000,II,Energy,1.259,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH020000000,II,Transport,0.429,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH020000000,II,Agriculture,1.007,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH020000000,II,Waste,0.341,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH020000000,II,IPPU,0.195,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH020000000,II,LULUCF,-0.098,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH030000000,III,Energy,5.375,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH030000000,III,Transport,1.054,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH030000000,III,Agriculture,2.629,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH030000000,III,Waste,0.724,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH030000000,III,IPPU,0.458,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH030000000,III,LULUCF,-0.32,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH040000000,IV-A,Energy,6.871,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH040000000,IV-A,Transport,1.225,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH040000000,IV-A,Agriculture,1.591,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH040000000,IV-A,Waste,0.829,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH040000000,IV-A,IPPU,0.489,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH040000000,IV-A,LULUCF,-0.369,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH170000000,MIMAROPA,Energy,1.012,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH170000000,MIMAROPA,Transport,0.363,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH170000000,MIMAROPA,Agriculture,0.366,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH170000000,MIMAROPA,Waste,0.248,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH170000000,MIMAROPA,IPPU,0.14,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH170000000,MIMAROPA,LULUCF,-0.08,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH050000000,V,Energy,1.546,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH050000000,V,Transport,0.551,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH050000000,V,Agriculture,0.727,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH050000000,V,Waste,0.386,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH050000000,V,IPPU,0.277,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH050000000,V,LULUCF,-0.178,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH060000000,VI,Energy,1.848,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH060000000,VI,Transport,0.746,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH060000000,VI,Agriculture,1.273,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH060000000,VI,Waste,0.419,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH060000000,VI,IPPU,0.277,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH060000000,VI,LULUCF,-0.19,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH070000000,VII,Energy,2.044,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH070000000,VII,Transport,0.952,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH070000000,VII,Agriculture,0.896,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH070000000,VII,Waste,0.659,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH070000000,VII,IPPU,0.318,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH070000000,VII,LULUCF,-0.21,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH080000000,VIII,Energy,1.872,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH080000000,VIII,Transport,0.835,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH080000000,VIII,Agriculture,0.986,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH080000000,VIII,Waste,0.483,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH080000000,VIII,IPPU,0.317,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH080000000,VIII,LULUCF,-0.158,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH090000000,IX,Energy,2.22,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH090000000,IX,Transport,0.69,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH090000000,IX,Agriculture,0.907,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH090000000,IX,Waste,0.569,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH090000000,IX,IPPU,0.352,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH090000000,IX,LULUCF,-0.165,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH100000000,X,Energy,2.266,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH100000000,X,Transport,0.702,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH100000000,X,Agriculture,1.084,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH100000000,X,Waste,0.484,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH100000000,X,IPPU,0.377,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH100000000,X,LULUCF,-0.188,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH110000000,XI,Energy,2.124,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH110000000,XI,Transport,0.783,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH110000000,XI,Agriculture,0.839,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH110000000,XI,Waste,0.549,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH110000000,XI,IPPU,0.296,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH110000000,XI,LULUCF,-0.192,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH120000000,XII,Energy,2.59,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH120000000,XII,Transport,1.002,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH120000000,XII,Agriculture,1.767,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH120000000,XII,Waste,0.675,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH120000000,XII,IPPU,0.394,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH120000000,XII,LULUCF,-0.243,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH160000000,XIII,Energy,2.517,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH160000000,XIII,Transport,0.952,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH160000000,XIII,Agriculture,1.007,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH160000000,XIII,Waste,0.715,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH160000000,XIII,IPPU,0.456,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH160000000,XIII,LULUCF,-0.244,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH190000000,BARMM,Energy,1.113,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH190000000,BARMM,Transport,0.389,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH190000000,BARMM,Agriculture,0.89,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH190000000,BARMM,Waste,0.247,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH190000000,BARMM,IPPU,0.146,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2025,PH190000000,BARMM,LULUCF,-0.104,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
